title,prices,star_rating,Best_seller,author,co_author,formats,list_form,more_buying_choices,Num_of_offers,num_ratings
Sushi at Home: A Mat-To-Table Sushi Cookbook,"['$17.99$17.99', '$17.99$17.99']",4.5,False,Rockridge Press,,"['Paperback', 'Kindle']","['Sushi at Home: A Mat-To-Table Sushi Cookbook', 'by', 'Rockridge Press', '4.5 out of 5 stars', '36', 'Paperback', '$17.99$17.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$7.77', '(47 used & new offers)', 'Other format:', 'Kindle']",$7.77,47,36
Sponsored,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.6,False,Jules Neumann,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Vegan Meal Prep: Tasty Plant-Based Whole Foods Recipes Including a 30-Day Time-Saving Meal Plan', 'by', 'Jules Neumann', 'and Eva Hammond', '4.6 out of 5 stars', '13', 'Kindle Edition', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy']",,,13
Sponsored,"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",,False,SAVOUR PRESS,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Easy Pasta Recipes Made Simple: Over 40 Easy and Delicious Pasta Recipes in this Cookbook!', 'by', 'SAVOUR PRESS', 'Kindle Edition', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy']",,,
Sponsored,"['$0.00$0.00', '$0.00$0.00', 'Or $2.99 to buy']",5.0,False,,,[],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Liver Detox: How to Cleanse Your Liver Naturally', 'by Terry Scott', '5.0 out of 5 stars', '24', 'Kindle Edition', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $2.99 to buy']",,,24
Sponsored,"['$12.93$12.93', '$12.93$12.93']",4.8,False,,,['Paperback'],"['Sponsored', ""These are ads for products you'll find on Amazon.com."", ""Clicking an ad will take you to the product's page."", 'Learn more about Sponsored Products.', 'Overeating Millennial: How I Created a Step-by-Step Plan to Stop Binge Eating Controlling My Life Before It Was Too Late', 'by Nancy Mclaine', '4.8 out of 5 stars', '10', 'Paperback', '$12.93$12.93', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon']",,,10
"Slow Cooker Cookbook: 75 Easy, Healthy, and Delicious Recipes for Slow Cooked Meals","['$11.32$11.32', '$11.32$11.32']",4.3,False,,,"['Paperback', 'Kindle']","['Slow Cooker Cookbook: 75 Easy, Healthy, and Delicious Recipes for Slow Cooked Meals', 'by Rockridge Press', '4.3 out of 5 stars', '136', 'Paperback', '$11.32$11.32', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$2.96', '(40 used & new offers)', 'Other format:', 'Kindle']",$2.96,40,136
"12-Week Food Journal and Fitness Tracker: Track Eating, Plan Meals, and Set Diet and Exercise Goals for Optimal Weight Loss","['$11.45$11.45', '$11.45$11.45', '$12.99$12.99', '$12.99$12.99']",4.6,False,Rockridge Press,,['Paperback'],"['12-Week Food Journal and Fitness Tracker: Track Eating, Plan Meals, and Set Diet and Exercise Goals for Optimal Weight Loss', 'by', 'Rockridge Press', '4.6 out of 5 stars', '37', 'Paperback', '$11.45$11.45', '$12.99$12.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$1.59', '(36 used & new offers)']",$1.59,36,37
"Healthy Spiralizer Cookbook: Flavorful and Filling Salads, Soups, Suppers, and More for Low-Carb Living","['$12.88$12.88', '$12.88$12.88', '$19.99$19.99', '$19.99$19.99']",4.4,False,Rockridge Press,,"['Paperback', 'Kindle']","['Healthy Spiralizer Cookbook: Flavorful and Filling Salads, Soups, Suppers, and More for Low-Carb Living', 'by', 'Rockridge Press', '4.4 out of 5 stars', '247', 'Paperback', '$12.88$12.88', '$19.99$19.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.95', '(64 used & new offers)', 'Other format:', 'Kindle']",$3.95,64,247
Easy Paleo Snacks Cookbook: Over 125 Satisfying Recipes for a Healthy Paleo Diet,"['$13.43$13.43', '$13.43$13.43', '$15.99$15.99', '$15.99$15.99']",4.2,False,Rockridge Press,,"['Paperback', 'Kindle', 'Hardcover']","['Easy Paleo Snacks Cookbook: Over 125 Satisfying Recipes for a Healthy Paleo Diet', 'by', 'Rockridge Press', '4.2 out of 5 stars', '82', 'Paperback', '$13.43$13.43', '$15.99$15.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$7.70', '(37 used & new offers)', 'Other formats:', 'Kindle', ',', 'Hardcover']",$7.70,37,82
The Mediterranean Diet Cookbook: A Mediterranean Cookbook with 150 Healthy Mediterranean Diet Recipes,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.1,False,,,"['Kindle', 'Paperback']","['The Mediterranean Diet Cookbook: A Mediterranean Cookbook with 150 Healthy Mediterranean Diet Recipes', 'by Rockridge University Press', '4.1 out of 5 stars', '153', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,153
The Low-FODMAP Diet for Beginners: A 7-Day Plan to Beat Bloat and Soothe Your Gut with Recipes for Fast IBS Relief,"['$0.00$0.00', '$0.00$0.00', 'Or $8.99 to buy']",4.6,False,Mollie Tunitsky,,"['Kindle', 'Paperback']","['The Low-FODMAP Diet for Beginners: A 7-Day Plan to Beat Bloat and Soothe Your Gut with Recipes for Fast IBS Relief', 'by', 'Mollie Tunitsky', ',', 'Gabriela Gardner RDN-AP LD CNSC', ', et al.', '4.6 out of 5 stars', '99', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $8.99 to buy', 'Other format:', 'Paperback']",,,99
Clean Eating Cookbook & Diet: Over 100 Healthy Whole Food Recipes & Meal Plans,"['$10.05$10.05', '$10.05$10.05']",4.3,False,Rockridge Press,,"['Paperback', 'Kindle']","['Clean Eating Cookbook & Diet: Over 100 Healthy Whole Food Recipes & Meal Plans', 'by', 'Rockridge Press', '4.3 out of 5 stars', '215', 'Paperback', '$10.05$10.05', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$2.30', '(90 used & new offers)', 'Other formats:', 'Kindle', ',', 'Audible Audiobook']",$2.30,90,215
"Paleo approach, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set","['$69.99$69.99', '$69.99$69.99']",,False,,,['Paperback'],"['Paleo approach, paleo cookbook, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet and paleo diet made easy cookbook 7 books collection set', 'by Rockridge Press, Jenna Zoe Sarah Ballantyne, John Chatham Shon Brooks, et al.', 'Paperback', '$69.99$69.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping by Amazon', 'Only 1 left in stock - order soon.', 'More Buying Choices$64.99', '(2 new offers)']",$64.99,2,
"The Healthy Meal Prep Cookbook: Easy and Wholesome Meals to Cook, Prep, Grab, and Go","['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.1,in Professional Cooking in Quantity,,,"['Kindle', 'Paperback']","['Best Seller', 'in Professional Cooking in Quantity', 'The Healthy Meal Prep Cookbook: Easy and Wholesome Meals to Cook, Prep, Grab, and Go', 'by Toby Amidor MS RD CDN', '4.1 out of 5 stars', '254', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,254
"Wahls protocol, cooking for life and paleo for beginners essentials to get started 3 books collection set","['$69.99$69.99', '$69.99$69.99']",5.0,False,,,['Paperback'],"['Wahls protocol, cooking for life and paleo for beginners essentials to get started 3 books collection set', 'by Eve Adamson Terry Wahls and Rockridge Press', '5.0 out of 5 stars', '1', 'Paperback', '$69.99$69.99', 'FREE Shipping by Amazon', 'Only 2 left in stock - order soon.', 'More Buying Choices$64.99', '(2 new offers)']",$64.99,2,1
Canning and Preserving for Beginners: The Essential Canning Recipes and Canning Supplies Guide,"['$8.39$8.39', '$8.39$8.39', '$9.99$9.99', '$9.99$9.99']",4.5,False,Rockridge Press,,"['Paperback', 'Kindle']","['Canning and Preserving for Beginners: The Essential Canning Recipes and Canning Supplies Guide', 'by', 'Rockridge Press', '4.5 out of 5 stars', '300', 'Paperback', '$8.39$8.39', '$9.99$9.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.97', '(54 used & new offers)', 'Other format:', 'Kindle']",$3.97,54,300
"DIY Aromatherapy: Over 130 Affordable Essential Oils Blends for Health, Beauty, and Home","['$13.59$13.59', '$13.59$13.59', '$15.99$15.99', '$15.99$15.99']",4.6,False,Rockridge Press,,"['Paperback', 'Kindle']","['DIY Aromatherapy: Over 130 Affordable Essential Oils Blends for Health, Beauty, and Home', 'by', 'Rockridge Press', '4.6 out of 5 stars', '88', 'Paperback', '$13.59$13.59', '$15.99$15.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$6.19', '(50 used & new offers)', 'Other format:', 'Kindle']",$6.19,50,88
The Big Book of Ketogenic Diet Cooking: 200 Everyday Recipes and Easy 2-Week Meal Plans for a Healthy Keto Lifestyle,"['$0.00$0.00', '$0.00$0.00', 'Or $9.99 to buy']",4.4,False,Jen Fisch,,"['Kindle', 'Paperback']","['The Big Book of Ketogenic Diet Cooking: 200 Everyday Recipes and Easy 2-Week Meal Plans for a Healthy Keto Lifestyle', 'by', 'Jen Fisch', 'and Julie Smith', '4.4 out of 5 stars', '89', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $9.99 to buy', 'Other format:', 'Paperback']",,,89
"Lose weight by eating, clean eating 28 day plan and made simple 3 books collection set","['$49.99$49.99', '$49.99$49.99', '$3.99 shipping']",,False,,,['Paperback'],"['Lose weight by eating, clean eating 28 day plan and made simple 3 books collection set', 'by Audrey Johns and Rockridge Press', 'Paperback', '$49.99$49.99', '$3.99 shipping', 'Only 4 left in stock - order soon.']",,,
[By Bill West] The Complete Electric Smoker Cookbook (Paperback)【2018】by Bill West (Author) (Paperback),"['$17.51$17.51', '$17.51$17.51']",,False,,,[],"['[By Bill West] The Complete Electric Smoker Cookbook (Paperback)【2018】by Bill West (Author) (Paperback)', '$17.51$17.51', 'FREE Shipping', 'Only 2 left in stock - order soon.', 'More Buying Choices$15.88', '(7 used & new offers)']",$15.88,7,
Hot Sauce Cookbook: The Book of Fiery Salsa and Hot Sauce Recipes,"['$10.91$10.91', '$10.91$10.91', '$12.99$12.99', '$12.99$12.99']",4.3,False,Rockridge Press,,"['Paperback', 'Kindle']","['Hot Sauce Cookbook: The Book of Fiery Salsa and Hot Sauce Recipes', 'by', 'Rockridge Press', '4.3 out of 5 stars', '108', 'Paperback', '$10.91$10.91', '$12.99$12.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$4.48', '(42 used & new offers)', 'Other format:', 'Kindle']",$4.48,42,108
"21-Day Ketogenic Diet Weight Loss Challenge: Recipes and Workouts for a Slimmer, Healthier You","['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.5,False,Rachel Gregory MS CNS ATC CSCS,Amanda C Hughes,"['Kindle', 'Paperback']","['21-Day Ketogenic Diet Weight Loss Challenge: Recipes and Workouts for a Slimmer, Healthier You', 'by', 'Rachel Gregory MS CNS ATC CSCS', 'and', 'Amanda C Hughes', '4.5 out of 5 stars', '116', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,116
Quick & Easy Dash Diet Cookbook: 77 Dash Diet Recipes Made in Minutes,"['$12.68$12.68', '$12.68$12.68', '$13.99$13.99', '$13.99$13.99']",4.3,False,Rockridge Press,,"['Paperback', 'Kindle']","['Quick & Easy Dash Diet Cookbook: 77 Dash Diet Recipes Made in Minutes', 'by', 'Rockridge Press', '4.3 out of 5 stars', '110', 'Paperback', '$12.68$12.68', '$13.99$13.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.68', '(31 used & new offers)', 'Other format:', 'Kindle']",$8.68,31,110
The Low-FODMAP 28-Day Plan: A Healthy Cookbook with Gut-Friendly Recipes for IBS Relief,"['$6.99$6.99', '$6.99$6.99']",4.1,False,Rockridge Press,,"['Kindle', 'Paperback']","['The Low-FODMAP 28-Day Plan: A Healthy Cookbook with Gut-Friendly Recipes for IBS Relief', 'by', 'Rockridge Press', '4.1 out of 5 stars', '150', 'Kindle', '$6.99$6.99', 'Other format:', 'Paperback']",,,150
"Practical paleo, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 7 books collection set","['$99.99$99.99', '$99.99$99.99', '$3.99 shipping']",,False,,,['Paperback'],"['Practical paleo, plant based paleo [hardcover], paleo slow cooker, paleo for beginners, paleo diet, paleo diet made easy cookbook and paleo cookbook 7 books collection set', 'by Jenna Zoe Diane Sanfilippo, John Chatham, Daniel Green Shon Brooks, et al.', 'Paperback', '$99.99$99.99', '$3.99 shipping', 'Only 5 left in stock - order soon.']",,,
Autoimmune Paleo Cookbook & Action Plan: A Practical Guide to Easing Your Autoimmune Disease Symptoms with Nourishing Food,"['$16.61$16.61', '$16.61$16.61', '$19.99$19.99', '$19.99$19.99']",3.8,False,Rockridge Press,,"['Paperback', 'Kindle']","['Autoimmune Paleo Cookbook & Action Plan: A Practical Guide to Easing Your Autoimmune Disease Symptoms with Nourishing Food', 'by', 'Rockridge Press', '3.8 out of 5 stars', '67', 'Paperback', '$16.61$16.61', '$19.99$19.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$11.77', '(62 used & new offers)', 'Other format:', 'Kindle']",$11.77,62,67
Baby Sign Language Made Easy: 101 Signs to Start Communicating with Your Child Now,"['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.7,in Sign Language Instruction,Lane Rebelo,,"['Kindle', 'Paperback']","['Best Seller', 'in Sign Language Instruction', 'Baby Sign Language Made Easy: 101 Signs to Start Communicating with Your Child Now', 'by', 'Lane Rebelo', '4.7 out of 5 stars', '73', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,73
The Dairy-Free Ketogenic Diet Cookbook: Satisfying High-Fat Recipes to Fuel Your Health,"['$15.50$15.50', '$15.50$15.50', '$21.99$21.99', '$21.99$21.99']",4.3,False,Jessica Dukes,,"['Paperback', 'Kindle']","['The Dairy-Free Ketogenic Diet Cookbook: Satisfying High-Fat Recipes to Fuel Your Health', 'by', 'Jessica Dukes', '4.3 out of 5 stars', '22', 'Paperback', '$15.50$15.50', '$21.99$21.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$14.16', '(19 used & new offers)', 'Other format:', 'Kindle']",$14.16,19,22
DIY Kombucha: 60 Nourishing Homemade Tonics for Health and Happiness,"['$15.49$15.49', '$15.49$15.49']",4.5,False,,,"['Paperback', 'Kindle']","['DIY Kombucha: 60 Nourishing Homemade Tonics for Health and Happiness', 'by Rockridge Press', '4.5 out of 5 stars', '39', 'Paperback', '$15.49$15.49', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$9.12', '(47 used & new offers)', 'Other format:', 'Kindle']",$9.12,47,39
Thai Slow Cooker Cookbook: Classic Thai Favorites Made Simple,"['$13.74$13.74', '$13.74$13.74', '$16.99$16.99', '$16.99$16.99']",4.3,False,Rockridge Press,,"['Paperback', 'Kindle']","['Thai Slow Cooker Cookbook: Classic Thai Favorites Made Simple', 'by', 'Rockridge Press', '4.3 out of 5 stars', '93', 'Paperback', '$13.74$13.74', '$16.99$16.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$6.95', '(39 used & new offers)', 'Other format:', 'Kindle']",$6.95,39,93
Plant-Based Pair: A Vegan Cookbook for Two with 125 Perfectly Portioned Recipes,"['$12.22$12.22', '$12.22$12.22', '$14.99$14.99', '$14.99$14.99']",4.2,False,Rockridge Press,,"['Paperback', 'Kindle']","['Plant-Based Pair: A Vegan Cookbook for Two with 125 Perfectly Portioned Recipes', 'by', 'Rockridge Press', '4.2 out of 5 stars', '97', 'Paperback', '$12.22$12.22', '$14.99$14.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$5.99', '(49 used & new offers)', 'Other format:', 'Kindle']",$5.99,49,97
"Keto Meal Prep: Lose Weight, Save Time, and Feel Your Best on the Ketogenic Diet","['$0.00$0.00', '$0.00$0.00', 'Or $7.99 to buy']",4.1,False,Liz Williams,,"['Kindle', 'Paperback']","['Keto Meal Prep: Lose Weight, Save Time, and Feel Your Best on the Ketogenic Diet', 'by', 'Liz Williams', '4.1 out of 5 stars', '52', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $7.99 to buy', 'Other format:', 'Paperback']",,,52
Nutrition Facts: The Truth About Food,"['$6.99$6.99', '$6.99$6.99']",4.5,False,,,"['Kindle', 'Paperback']","['Nutrition Facts: The Truth About Food', 'by Rockridge Press and', 'Karen Frazier', '4.5 out of 5 stars', '71', 'Kindle', '$6.99$6.99', 'Other format:', 'Paperback']",,,71
Absolute Best Mug Cakes Cookbook: 100 Family-Friendly Microwave Cakes,"['$10.56$10.56', '$10.56$10.56', '$12.99$12.99', '$12.99$12.99']",4.4,False,Rockridge Press,,"['Paperback', 'Kindle']","['Absolute Best Mug Cakes Cookbook: 100 Family-Friendly Microwave Cakes', 'by', 'Rockridge Press', '4.4 out of 5 stars', '100', 'Paperback', '$10.56$10.56', '$12.99$12.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$6.56', '(45 used & new offers)', 'Other format:', 'Kindle']",$6.56,45,100
12-Week Fitness Journal: The Ultimate Planner and Daily Tracker to Meet Your Fitness Goals,"['$7.28$7.28', '$7.28$7.28', '$9.99$9.99', '$9.99$9.99']",4.7,False,Rockridge Press,,['Paperback'],"['12-Week Fitness Journal: The Ultimate Planner and Daily Tracker to Meet Your Fitness Goals', 'by', 'Rockridge Press', '4.7 out of 5 stars', '32', 'Paperback', '$7.28$7.28', '$9.99$9.99', 'Get it as soon as Tomorrow, Mar 20', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.29', '(30 used & new offers)']",$3.29,30,32
"Ninja Foodi: The Pressure Cooker that Crisps: Complete Cookbook for Beginners: Your Expert Guide to Pressure Cook, Air Fry, Dehydrate, and More","['$0.00$0.00', '$0.00$0.00', 'Or $6.99 to buy']",4.2,False,Kenzie Swanhart,,"['Kindle', 'Paperback']","['Ninja Foodi: The Pressure Cooker that Crisps: Complete Cookbook for Beginners: Your Expert Guide to Pressure Cook, Air Fry, Dehydrate, and More', 'by', 'Kenzie Swanhart', '4.2 out of 5 stars', '76', 'Kindle', '$0.00$0.00', 'Free with Kindle Unlimited membership', 'Or $6.99 to buy', 'Other format:', 'Paperback']",,,76
Ultimate Fast Metabolism Diet Cookbook: Quick and Simple Recipes to Boost Your Metabolism and Lose Weight,"['$12.89$12.89', '$12.89$12.89', '$16.99$16.99', '$16.99$16.99']",3.7,False,Rockridge Press,,"['Paperback', 'Kindle']","['Ultimate Fast Metabolism Diet Cookbook: Quick and Simple Recipes to Boost Your Metabolism and Lose Weight', 'by', 'Rockridge Press', '3.7 out of 5 stars', '78', 'Paperback', '$12.89$12.89', '$16.99$16.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$8.25', '(48 used & new offers)', 'Other format:', 'Kindle']",$8.25,48,78
The Easy Ayurveda Cookbook: An Ayurvedic Cookbook to Balance Your Body and Eat Well,"['$13.59$13.59', '$13.59$13.59', '$15.99$15.99', '$15.99$15.99']",3.8,False,Rockridge Press,,"['Paperback', 'Kindle']","['The Easy Ayurveda Cookbook: An Ayurvedic Cookbook to Balance Your Body and Eat Well', 'by', 'Rockridge Press', '3.8 out of 5 stars', '43', 'Paperback', '$13.59$13.59', '$15.99$15.99', 'Get it as soon as Thu, Mar 21', 'FREE Shipping on orders over $25 shipped by Amazon', 'More Buying Choices$3.78', '(63 used & new offers)', 'Other format:', 'Kindle']",$3.78,63,43
